Fiscal Year,State,County,Local Education Agency (LEA) Entity ID,Local Education Agency (LEA) CTDS Number,Local Education Agency (LEA) Name,School Entity ID,School CTDS Number,School Name,Charter School,Math Mean Scale Score,Math Percent Falls Far Below,Math Percent Approaches,Math Percent Meets,Math Percent Exceeds,Math Percent Passing,Reading Mean Scale Score,Reading Percent Falls Far Below,Reading Percent Approaches,Reading Percent Meets,Reading Percent Exceeds,Reading Percent Passing,Writing Mean Scale Score,Writing Percent Falls Far Below,Writing Percent Approaches,Writing Percent Meets,Writing Percent Exceeds,Writing Percent Passing,Science Mean Scale Score,Science Percent Falls Far Below,Science Percent Approaches,Science Percent Meets,Science Percent Exceeds,Science Percent Passing
2011,ARIZONA,Pinal,4443,110243000,Apache Junction Unified District,5919,110243101,Superstition Mountain Elementary School,N,391,14,24,40,22,62,486,7,19,66,9,74,500,7,32,58,3,61,499,22,32,35,11,46
2011,ARIZONA,Pinal,4443,110243000,Apache Junction Unified District,5920,110243102,Four Peaks Elementary School,N,384,17,26,36,20,57,483,8,19,66,8,73,494,11,42,43,5,48,508,22,21,33,24,57
2011,ARIZONA,Pinal,4443,110243000,Apache Junction Unified District,5922,110243104,Desert Vista Elementary School,N,391,16,22,37,25,62,490,4,16,72,8,80,500,6,37,52,5,57,530,15,14,33,39,72
2011,ARIZONA,Pinal,4443,110243000,Apache Junction Unified District,5923,110243151,Cactus Canyon Junior High,N,427,25,16,43,16,59,530,7,14,69,9,78,501,12,30,55,4,59,521,13,17,29,42,70
2011,ARIZONA,Pinal,4443,110243000,Apache Junction Unified District,5925,110243201,Apache Junction High School,N,486,34,14,43,9,52,707,9,16,63,11,75,506,11,18,62,9,71,496,34,12,27,27,54
2011,ARIZONA,Pinal,4444,110302000,Oracle Elementary District,5927,110302102,Mountain Vista School,N,394,21,22,40,17,57,499,6,18,67,9,76,490,11,40,46,3,48,533,11,13,40,36,76
2011,ARIZONA,Pinal,4445,110244000,J O Combs Unified School District,5928,110244103,J. O. Combs Middle School,N,415,17,25,38,21,58,524,4,13,75,7,83,496,11,34,51,4,55,*,*,*,*,*,*
2011,ARIZONA,Pinal,4446,110404000,Casa Grande Elementary District,5929,110404101,Cottonwood Elementary School,N,378,16,25,37,22,59,468,8,24,63,5,68,489,6,48,45,1,46,495,30,21,33,16,49
2011,ARIZONA,Pinal,4446,110404000,Casa Grande Elementary District,5930,110404102,Evergreen Elementary School,N,385,18,14,44,23,67,473,9,21,67,3,70,489,7,47,44,2,46,505,16,24,45,14,59
2011,ARIZONA,Pinal,4446,110404000,Casa Grande Elementary District,5932,110404104,Palo Verde School,N,367,21,23,42,14,55,460,9,28,59,4,63,491,8,41,50,1,51,491,32,27,25,16,41
2011,ARIZONA,Pinal,4446,110404000,Casa Grande Elementary District,5933,110404105,Saguaro Elementary School,N,379,17,21,40,22,62,470,7,27,60,7,67,482,6,57,36,2,38,500,23,30,30,17,47
2011,ARIZONA,Pinal,4446,110404000,Casa Grande Elementary District,5934,110404106,Casa Grande Middle School,N,413,28,19,36,16,52,507,9,23,63,5,69,472,24,49,26,1,26,509,25,17,27,31,58
2011,ARIZONA,Pinal,4446,110404000,Casa Grande Elementary District,5935,110404107,Cholla Elementary School,N,380,16,24,37,23,60,478,6,17,68,9,77,485,9,48,41,1,42,513,14,27,36,22,58
2011,ARIZONA,Pinal,4446,110404000,Casa Grande Elementary District,5936,110404108,Ironwood School,N,390,11,19,42,28,70,481,4,19,65,12,77,485,10,46,*,*,44,531,10,17,39,34,73
2011,ARIZONA,Pinal,4446,110404000,Casa Grande Elementary District,5937,110404109,Mesquite Elementary School,N,389,12,20,40,28,68,478,5,20,67,8,75,495,5,41,52,2,54,516,15,30,33,22,55
2011,ARIZONA,Pinal,4447,110405000,Red Rock Elementary District,5938,110405101,Red Rock Elementary School,N,395,19,20,44,18,62,503,2,20,72,6,78,499,8,31,59,2,61,517,15,20,33,31,65
2011,ARIZONA,Pinal,4448,110411000,Eloy Elementary District,5940,110411103,Curiel School,N,339,16,41,37,5,43,431,11,34,53,3,55,*,*,*,*,*,*,*,*,*,*,*,*
2011,ARIZONA,Pinal,4448,110411000,Eloy Elementary District,5941,110411104,Eloy Intermediate School,N,380,28,26,31,15,46,481,7,29,62,2,64,475,14,55,30,1,31,487,32,34,22,12,34
2011,ARIZONA,Pinal,4448,110411000,Eloy Elementary District,5942,110411105,Eloy Junior High School,N,409,41,23,31,5,36,508,10,28,59,3,63,480,13,54,32,1,33,491,32,30,22,16,38
2011,ARIZONA,Pinal,4449,110418000,Sacaton Elementary District,5943,110418001,Sacaton Elementary,N,368,13,27,39,20,60,446,9,26,64,1,65,*,*,*,*,*,*,480,23,62,*,*,15
2011,ARIZONA,Pinal,4449,110418000,Sacaton Elementary District,5944,110418002,Sacaton Middle School,N,362,73,17,10,1,10,473,24,35,41,1,42,447,42,47,*,*,11,466,60,24,14,2,17
2011,ARIZONA,Pinal,4450,110422000,Toltec Elementary District,5945,110422101,Toltec Middle School,N,393,38,24,29,10,39,501,11,21,64,4,68,479,18,45,34,3,37,502,27,22,22,30,52
2011,ARIZONA,Pinal,4451,110424000,Stanfield Elementary District,5946,110424001,Stanfield Elementary School,N,390,26,20,39,15,54,484,7,28,61,3,65,481,18,39,40,2,42,490,27,30,32,11,43
2011,ARIZONA,Pinal,4452,110433000,Picacho Elementary District,5947,110433133,Picacho School,N,391,32,18,31,20,50,486,10,31,56,3,59,482,19,37,43,1,44,486,36,20,29,15,44
2011,ARIZONA,Pinal,4453,110502000,Casa Grande Union High School District,5948,110502001,Casa Grande Union High School,N,488,35,19,33,14,46,700,8,24,56,12,68,482,16,29,53,3,55,486,40,14,27,19,46
2011,ARIZONA,Pinal,4453,110502000,Casa Grande Union High School District,5950,110502003,Desert Winds High School,N,453,76,14,*,*,9,663,16,45,38,1,39,452,26,52,*,*,23,454,70,14,11,4,16
2011,ARIZONA,Pinal,4454,110540000,Santa Cruz Valley Union High School District,5951,110540001,Santa Cruz Valley Union High School,N,473,49,22,27,2,28,680,11,37,48,4,52,464,16,45,38,1,39,457,63,15,17,5,21
2011,ARIZONA,Pinal,4455,118707000,"Vechij Himdag Alternative School, Inc.",5952,118707001,Vechij Himdag MashchamakuD,Y,*,*,*,*,*,*,645,35,53,*,*,12,433,40,45,*,*,15,*,*,*,*,*,*
2011,ARIZONA,Santa Cruz,4457,120201000,Nogales Unified District,5954,120201104,Desert Shadows Middle School,N,430,18,20,36,27,63,526,5,14,72,9,81,504,6,31,57,5,63,505,20,25,29,26,55
2011,ARIZONA,Santa Cruz,4457,120201000,Nogales Unified District,5955,120201108,Vasquez De Coronado Francisco School,N,420,3,7,43,47,90,499,2,9,71,18,89,514,4,22,68,6,74,520,16,24,32,28,59
2011,ARIZONA,Santa Cruz,4457,120201000,Nogales Unified District,5956,120201111,Wade Carpenter Middle School,N,434,15,18,38,30,68,530,2,12,75,10,85,500,6,39,53,3,55,486,35,27,23,14,38
2011,ARIZONA,Santa Cruz,4457,120201000,Nogales Unified District,5957,120201113,Lincoln Elementary School,N,394,6,20,51,23,75,477,4,19,71,6,77,489,7,36,*,*,57,492,23,38,30,10,39
2011,ARIZONA,Santa Cruz,4457,120201000,Nogales Unified District,5958,120201114,A J Mitchell Elementary School,N,370,21,26,39,14,53,466,8,28,58,5,64,497,8,39,50,4,53,481,26,49,21,4,26
2011,ARIZONA,Santa Cruz,4457,120201000,Nogales Unified District,5959,120201115,Mary L Welty Elementary School,N,388,13,17,47,24,70,485,4,14,74,7,81,501,12,28,54,6,60,492,24,28,39,9,48
2011,ARIZONA,Santa Cruz,4457,120201000,Nogales Unified District,5960,120201119,Challenger Elementary School,N,389,8,23,47,22,69,485,3,17,67,13,80,497,1,41,*,*,58,510,19,21,42,18,60
2011,ARIZONA,Santa Cruz,4457,120201000,Nogales Unified District,5961,120201209,Pierson Vocational High School,N,450,81,10,*,*,9,657,22,43,*,*,35,429,47,45,*,*,8,423,89,4,*,*,7
2011,ARIZONA,Santa Cruz,4457,120201000,Nogales Unified District,5962,120201210,Nogales High School,N,490,34,17,35,13,49,704,4,19,70,8,78,488,9,33,56,2,59,465,59,18,16,7,23
2011,ARIZONA,Santa Cruz,4458,120235000,Santa Cruz Valley Unified District,5963,120235110,San Cayetano Elementary School,N,382,13,22,46,19,65,479,8,16,69,7,76,494,9,41,48,2,50,489,25,31,37,7,44
2011,ARIZONA,Santa Cruz,4458,120235000,Santa Cruz Valley Unified District,5964,120235120,Mountain View School,N,376,16,23,42,18,60,478,5,19,65,11,76,495,8,41,47,4,52,509,20,29,25,25,51
2011,ARIZONA,Santa Cruz,4458,120235000,Santa Cruz Valley Unified District,5965,120235130,Calabasas Middle School,N,416,26,21,34,18,52,513,8,21,65,6,72,481,18,40,41,1,42,502,26,27,25,22,47
2011,ARIZONA,Santa Cruz,4458,120235000,Santa Cruz Valley Unified District,5966,120235200,Rio Rico High School,N,481,42,20,30,8,37,694,8,25,61,6,67,479,17,33,47,3,50,481,45,21,21,14,35
2011,ARIZONA,Santa Cruz,4459,120328000,Santa Cruz Elementary District,5967,120328101,Little Red Schoolhouse,N,399,18,19,47,15,63,504,4,15,75,6,81,513,3,22,68,7,75,509,20,14,35,31,65
2011,ARIZONA,Santa Cruz,4460,120406000,Patagonia Elementary District,5968,120406101,Patagonia Elementary School,N,380,33,24,35,9,44,490,11,24,60,5,65,505,13,23,53,10,63,494,27,20,*,*,53
2011,ARIZONA,Santa Cruz,4461,120425000,Sonoita Elementary District,5970,120425101,Elgin Elementary School,N,421,11,12,42,36,78,531,*,*,72,22,95,520,3,32,51,14,65,565,*,*,32,64,96
2011,ARIZONA,Santa Cruz,4462,120520000,Patagonia Union High School District,5971,120520201,Patagonia Union High School,N,*,*,*,*,*,*,708,*,*,67,7,73,507,15,15,62,8,69,*,*,*,*,*,*
2011,ARIZONA,Santa Cruz,4463,128703000,"Mexicayotl Academy, Inc.",5972,128703001,Mexicayotl Charter School,Y,363,34,37,22,7,29,462,11,46,42,1,43,483,13,50,35,2,37,470,50,25,20,5,25
2011,ARIZONA,Cochise,4167,20100000,Fort Huachuca Accommodation District,5982,20100101,General Myer Elementary School,N,384,8,24,51,17,68,494,2,10,76,12,88,501,4,38,54,3,58,545,8,9,28,55,83
2011,ARIZONA,Gila,4210,40220000,San Carlos Unified District,5989,40220104,Rice Elementary School,N,321,73,20,6,1,7,430,30,49,*,*,21,436,51,39,*,*,10,459,62,26,8,4,12
2011,ARIZONA,Maricopa,4236,70209000,Wickenburg Unified District,6001,70209102,Hassayampa Elementary School,N,386,14,14,47,25,72,479,8,18,63,12,75,485,11,42,*,*,47,525,6,25,33,36,69
2011,ARIZONA,Maricopa,4237,70211000,Peoria Unified School District,6005,70211125,Frontier Elementary School,N,427,9,13,42,36,78,526,2,8,70,20,90,521,2,23,66,9,75,542,6,10,26,58,84
2011,ARIZONA,Maricopa,4239,70241000,Gilbert Unified District,6006,70241123,Highland Jr High School,N,450,12,14,42,33,74,545,2,11,72,14,87,511,4,29,58,8,67,530,10,11,25,54,80
2011,ARIZONA,Maricopa,4239,70241000,Gilbert Unified District,6007,70241212,Mesquite High School,N,509,22,11,42,26,67,723,4,14,66,16,83,513,6,14,74,6,80,503,27,19,30,24,54
2011,ARIZONA,Maricopa,4240,70248000,Scottsdale Unified District,6009,70248128,Anasazi Elementary,N,425,5,5,35,55,90,519,1,4,65,30,95,524,2,17,71,9,80,566,6,6,25,63,88
2011,ARIZONA,Maricopa,4240,70248000,Scottsdale Unified District,6010,70248129,Desert Canyon Elementary,N,417,4,9,39,49,88,515,1,3,66,30,96,525,2,13,77,7,84,569,1,6,25,68,93
2011,ARIZONA,Maricopa,4241,70269000,Paradise Valley Unified District,6011,70269141,Grayhawk Elementary School,N,443,1,4,30,65,95,530,1,1,62,35,98,547,2,6,68,24,92,589,*,*,15,81,95
2011,ARIZONA,Maricopa,4242,70280000,Chandler Unified District,6013,70280124,Rudy G Bologna Elementary,N,376,21,27,39,12,51,479,6,24,62,7,69,489,10,44,44,2,46,506,27,24,26,24,49
2011,ARIZONA,Maricopa,4242,70280000,Chandler Unified District,6014,70280127,Robert and Danell Tarwater Elementary,N,412,6,11,50,34,83,508,2,8,73,17,90,528,5,14,69,12,81,554,5,12,29,54,83
2011,ARIZONA,Maricopa,4242,70280000,Chandler Unified District,6015,70280223,Hamilton High School,N,529,12,8,38,42,80,733,2,10,65,24,89,538,2,10,71,17,88,550,11,8,22,59,81
2011,ARIZONA,Maricopa,4246,70297000,Deer Valley Unified District,6016,70297135,Paseo Hills Elementary,N,395,21,24,38,17,55,505,5,16,70,9,79,501,10,33,51,5,57,523,15,17,32,37,69
2011,ARIZONA,Maricopa,4262,70408000,Osborn Elementary District,6021,70408105,Montecito Community School,N,373,26,24,33,17,50,467,11,30,54,6,59,475,19,45,35,1,36,496,34,20,20,26,46
2011,ARIZONA,Maricopa,4263,70414000,Creighton Elementary District,6023,70414120,Gateway School,N,382,34,25,31,11,42,479,10,31,57,2,59,480,19,41,38,2,40,480,45,24,19,12,30
2011,ARIZONA,Maricopa,4280,70468000,Alhambra Elementary District,6030,70468105,Carol G. Peck Elementary School,N,368,9,25,47,19,66,459,3,21,68,7,76,*,*,*,*,*,*,*,*,*,*,*,*
2011,ARIZONA,Maricopa,4280,70468000,Alhambra Elementary District,6031,70468108,Cordova Primary School,N,362,8,27,48,17,65,452,6,20,68,6,74,*,*,*,*,*,*,*,*,*,*,*,*
2011,ARIZONA,Maricopa,4282,70483000,Cartwright Elementary District,6032,70483120,G. Frank Davidson,N,364,18,35,37,10,47,460,10,27,60,3,63,469,17,58,*,*,26,495,23,34,31,12,43
2011,ARIZONA,Maricopa,4303,78611000,"Friendly House, Inc.",6036,78611001,Friendly House Academia Del Pueblo Elem,Y,374,29,31,33,7,40,474,8,29,60,3,63,477,15,50,34,1,35,485,37,31,19,14,32
2011,ARIZONA,Maricopa,6372,78774000,"Gem Charter School, Inc.",6045,78774001,Gem Charter School,Y,355,26,33,33,7,41,458,7,33,*,*,59,*,*,*,*,*,*,*,*,*,*,*,*
2011,ARIZONA,Mohave,4378,80415000,Bullhead City School District,6048,80415110,Fox Creek Jr High School,N,415,30,20,33,17,50,522,8,15,66,11,77,497,12,32,50,6,55,516,21,17,26,37,63
2011,ARIZONA,Mohave,4379,80416000,Mohave Valley Elementary District,6049,80416105,Camp Mohave Elementary,N,384,20,25,34,21,55,480,7,26,58,9,67,480,21,41,34,4,38,502,16,36,32,15,47
2011,ARIZONA,Mohave,4383,88620000,Kingman Academy Of Learning,6051,88620103,Kingman Academy of Learning - Middle School,Y,432,15,17,44,24,67,528,5,11,75,9,84,519,6,20,63,11,74,518,12,20,27,41,68
2011,ARIZONA,Navajo,4392,90206000,Heber-Overgaard Unified District,6053,90206101,Mountain Meadows Primary,N,360,9,39,34,18,52,460,2,25,61,11,73,*,*,*,*,*,*,*,*,*,*,*,*
2011,ARIZONA,Pima,4405,100208000,Flowing Wells Unified District,6054,100208020,Sentinel Peak High School,N,472,44,22,*,*,33,684,*,*,*,*,47,472,17,50,28,6,33,454,*,*,8,8,17
2011,ARIZONA,Pima,4406,100210000,Amphitheater Unified District,6055,100210281,Amphitheater High School,N,474,45,22,28,5,33,683,11,34,51,4,55,474,17,35,47,1,48,469,54,19,21,7,27
2011,ARIZONA,Pima,4420,108601000,Pima County Board of Supervisors,6057,108601201,Pima Vocational High School,Y,451,79,10,*,*,11,654,18,53,*,*,29,449,27,54,*,*,20,*,*,*,*,*,*
2011,ARIZONA,Pima,4421,108653000,"Edge School, Inc., The",6058,108653002,Edge High School - Sahuarita,Y,471,59,9,*,*,32,678,*,*,*,*,50,467,6,50,*,*,44,*,*,*,*,*,*
2011,ARIZONA,Pima,6354,108721000,Global Education Foundation,6062,108721001,Tucson Academy of Leadership & Arts,Y,350,79,13,*,*,8,466,21,41,36,3,38,449,42,50,*,*,8,479,43,29,*,*,29
2011,ARIZONA,Maricopa,6355,108722000,"The Charter Foundation, Inc.",6063,108722001,AmeriSchools Academy - Camelback,Y,390,22,28,39,11,50,498,3,19,73,5,78,489,5,49,*,*,46,500,28,25,25,22,47
2011,ARIZONA,Pima,6361,108725000,"BASIS School, Inc.",6065,108725001,BASIS Tucson,Y,497,*,*,20,79,98,*,*,*,*,*,*,541,*,*,77,15,93,*,*,*,*,*,*
2011,ARIZONA,Pinal,4435,110100000,Mary C O'Brien Accommodation District,6067,110100003,Villa Oasis Interscholastic Center For Education (voice),N,468,52,17,28,3,31,662,22,41,35,3,38,459,20,50,*,*,30,449,76,18,*,*,6
2011,ARIZONA,Santa Cruz,4457,120201000,Nogales Unified District,6071,120201103,Robert Bracker Elementary,N,392,4,22,49,24,73,486,1,11,78,10,88,508,*,*,67,6,73,496,14,37,45,4,49
2011,ARIZONA,Yavapai,4467,130209000,Sedona-Oak Creek JUSD #9,6083,130209120,West Sedona Elementary School,N,388,28,26,34,13,47,503,4,19,68,9,77,496,13,32,50,5,55,528,11,20,25,43,68
2011,ARIZONA,Yavapai,4467,130209000,Sedona-Oak Creek JUSD #9,6084,130209130,Big Park Community School,N,418,13,15,41,32,73,520,3,11,70,17,87,528,6,19,55,20,75,526,13,14,32,41,74
2011,ARIZONA,Yavapai,4467,130209000,Sedona-Oak Creek JUSD #9,6085,130209210,Sedona Red Rock High School,N,496,30,11,47,12,59,726,4,15,61,20,81,512,3,21,68,7,75,*,*,*,*,*,*
2011,ARIZONA,Yavapai,4468,130220000,Bagdad Unified District,6088,130220101,Bagdad Elementary School,N,368,18,36,34,11,46,479,7,15,69,9,78,484,9,50,*,*,41,516,12,27,46,15,62
2011,ARIZONA,Yavapai,4468,130220000,Bagdad Unified District,6089,130220202,Bagdad High School,N,426,41,19,35,5,40,576,5,22,69,5,74,488,14,39,45,3,48,500,24,21,33,21,55
2011,ARIZONA,Yavapai,4469,130222000,Humboldt Unified District,6090,130222110,Lake Valley Elementary School,N,398,7,20,49,24,73,495,2,12,79,7,87,497,6,37,55,2,57,537,6,16,43,35,78
2011,ARIZONA,Yavapai,4469,130222000,Humboldt Unified District,6091,130222120,Bradshaw Mountain Middle School,N,434,21,16,43,21,63,530,7,14,72,7,79,497,10,40,47,3,50,513,17,20,26,37,63
2011,ARIZONA,Yavapai,4469,130222000,Humboldt Unified District,6092,130222125,Glassford Hill Middle School,N,424,24,20,42,14,56,525,6,15,71,8,79,487,16,38,44,2,46,513,11,23,34,32,66
2011,ARIZONA,Yavapai,4469,130222000,Humboldt Unified District,6093,130222131,Humboldt Elementary School,N,412,3,16,46,35,81,504,*,*,80,14,94,511,1,31,62,6,68,547,1,22,40,37,77
2011,ARIZONA,Yavapai,4469,130222000,Humboldt Unified District,6094,130222132,Mountain View Elementary School,N,402,8,18,41,33,73,498,3,14,70,13,84,507,6,29,60,5,65,546,6,14,25,55,79
2011,ARIZONA,Yavapai,4469,130222000,Humboldt Unified District,6095,130222133,Coyote Springs Elementary School,N,392,9,25,43,23,66,495,2,14,74,11,85,505,5,32,60,4,63,539,4,22,35,39,74
2011,ARIZONA,Yavapai,4469,130222000,Humboldt Unified District,6097,130222230,Bradshaw Mountain High School,N,491,32,15,39,13,52,711,5,18,64,13,77,504,7,17,71,4,75,507,25,16,33,26,59
2011,ARIZONA,Yavapai,4470,130228000,Camp Verde Unified District,6098,130228101,Camp Verde Elementary School,N,373,15,26,48,11,59,477,4,20,70,6,76,488,15,35,49,2,50,498,19,32,34,15,49
2011,ARIZONA,Yavapai,4470,130228000,Camp Verde Unified District,6099,130228102,Camp Verde Middle School,N,411,25,26,38,10,49,513,7,19,70,4,74,473,17,51,*,*,32,515,17,18,32,34,66
2011,ARIZONA,Yavapai,4470,130228000,Camp Verde Unified District,6100,130228203,Camp Verde High School,N,483,38,18,34,10,44,700,7,22,66,5,71,481,16,27,57,1,58,480,47,9,27,17,44
2011,ARIZONA,Yavapai,4471,130231000,Ash Fork Joint Unified District,6101,130231101,Ash Fork Elementary School,N,368,19,22,47,12,59,469,9,24,62,5,67,499,7,33,*,*,60,492,33,21,21,25,46
2011,ARIZONA,Yavapai,4471,130231000,Ash Fork Joint Unified District,6102,130231102,Ash Fork Middle School,N,406,33,27,30,10,40,515,10,17,67,6,73,478,30,32,36,2,39,516,8,17,46,29,75
2011,ARIZONA,Yavapai,4471,130231000,Ash Fork Joint Unified District,6103,130231202,Ash Fork High School,N,466,55,18,24,2,27,677,11,35,*,*,54,459,28,35,*,*,37,457,67,17,11,6,17
2011,ARIZONA,Yavapai,4472,130240000,Seligman Unified District,6104,130240101,Seligman Elementary School,N,375,39,29,28,4,32,487,4,30,64,1,65,469,22,53,*,*,25,501,12,44,32,12,44
2011,ARIZONA,Yavapai,4472,130240000,Seligman Unified District,6105,130240202,Seligman High School,N,474,48,23,26,3,29,697,*,*,72,4,76,483,17,33,*,*,50,475,53,6,35,6,41
2011,ARIZONA,Yavapai,4473,130243000,Mayer Unified School District,6106,130243203,Mayer High School,N,471,50,15,33,2,35,680,17,19,62,2,64,460,20,38,*,*,42,474,46,11,29,14,43
2011,ARIZONA,Yavapai,4473,130243000,Mayer Unified School District,6107,130243101,Mayer Elementary School,N,395,27,23,31,19,50,497,7,21,65,7,72,486,11,44,44,1,45,534,20,16,20,45,65
2011,ARIZONA,Yavapai,4474,130251000,Chino Valley Unified District,6108,130251101,Del Rio Elementary School,N,398,7,18,45,30,75,496,2,12,71,15,85,520,2,24,66,8,74,551,5,6,42,47,89
2011,ARIZONA,Yavapai,4474,130251000,Chino Valley Unified District,6109,130251102,Heritage Middle School,N,419,25,19,39,18,57,522,7,15,69,9,78,495,12,36,48,3,52,515,21,10,27,42,69
2011,ARIZONA,Yavapai,4474,130251000,Chino Valley Unified District,6110,130251203,Chino Valley High School,N,480,41,21,29,8,37,700,8,24,57,12,68,489,12,29,54,4,59,483,47,13,20,19,40
2011,ARIZONA,Yavapai,4478,130315000,Skull Valley Elementary District,6113,130315101,Skull Valley Elementary School,N,371,13,31,38,19,56,485,*,*,63,13,75,*,*,*,*,*,*,*,*,*,*,*,*
2011,ARIZONA,Yavapai,4479,130317000,Congress Elementary District,6114,130317001,Congress Elementary School,N,428,7,8,47,38,86,517,3,11,72,14,87,519,6,11,77,6,83,545,7,14,21,59,79
2011,ARIZONA,Yavapai,4480,130323000,Kirkland Elementary District,6115,130323001,Kirkland Elementary School,N,372,14,42,36,8,44,483,*,*,67,6,72,486,*,*,*,*,39,496,30,40,20,10,30
2011,ARIZONA,Yavapai,4481,130326000,Beaver Creek Elementary District,6116,130326101,Beaver Creek School,N,394,24,23,39,15,53,493,5,24,63,7,71,478,22,39,37,2,39,518,12,22,35,32,67
2011,ARIZONA,Yavapai,4482,130335000,Hillside Elementary District,6117,130335101,Hillside Elementary School,N,404,14,33,29,24,52,513,*,*,86,10,95,492,7,36,*,*,57,*,*,*,*,*,*
2011,ARIZONA,Yavapai,4483,130341000,Crown King Elementary District,6118,130341101,Crown King Elementary School,N,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2011,ARIZONA,Yavapai,4484,130350000,Canon Elementary District,6119,130350101,Canon School,N,393,14,25,39,22,60,492,4,23,66,6,72,488,14,45,37,4,41,525,13,28,10,49,59
2011,ARIZONA,Yavapai,4485,130352000,Yarnell Elementary District,6121,130352101,Yarnell Elementary School,N,390,20,20,54,7,61,505,2,22,68,7,76,479,14,43,*,*,43,507,27,27,27,18,45
2011,ARIZONA,Yavapai,4486,130403000,Clarkdale-Jerome Elementary District,6122,130403101,Clarkdale-Jerome Elementary School,N,415,12,12,49,28,76,519,2,11,72,15,87,502,8,34,54,4,58,537,4,17,30,49,79
2011,ARIZONA,Yavapai,4487,130406000,Cottonwood-Oak Creek Elementary District,6123,130406101,Cottonwood Elementary School,N,374,16,29,39,16,55,478,5,21,63,10,74,490,13,37,48,2,50,500,25,21,38,15,54
2011,ARIZONA,Yavapai,4487,130406000,Cottonwood-Oak Creek Elementary District,6124,130406102,Cottonwood Middle School,N,422,24,18,37,20,57,525,5,14,72,9,81,494,14,35,48,3,52,517,16,17,26,41,67
2011,ARIZONA,Yavapai,4487,130406000,Cottonwood-Oak Creek Elementary District,6125,130406103,Oak Creek School,N,395,26,21,36,17,53,503,8,15,66,11,77,499,12,31,47,11,58,504,15,36,27,22,49
2011,ARIZONA,Yavapai,4488,130504000,Mingus Union High School District,6127,130504201,Mingus Union High School,N,495,29,18,36,17,53,709,5,18,64,12,77,491,10,28,59,3,62,487,40,14,26,19,45
2011,ARIZONA,Yavapai,4492,138708000,"Sedona Charter School, Inc.",6132,138708101,Sedona Charter School,Y,407,12,22,47,19,66,525,*,*,74,16,91,509,*,*,54,7,61,528,10,14,33,43,76
2011,ARIZONA,Yavapai,4493,138712000,Mingus Springs Charter School,6133,138712101,Mingus Springs Charter School,Y,385,25,24,46,5,51,497,4,20,72,5,76,476,22,43,*,*,35,512,11,28,39,22,61
2011,ARIZONA,Yavapai,4495,138751000,"Franklin Phonetic Primary School, Inc.",6140,138751001,Franklin Phonetic Primary School,Y,424,7,11,40,42,82,520,1,6,73,21,93,521,1,22,68,9,76,553,1,8,39,52,91
2011,ARIZONA,Yavapai,4496,138752000,"Skyview School, Inc.",6141,138752101,Skyview School,Y,394,3,39,42,16,58,518,*,*,78,16,94,516,*,*,58,8,67,*,*,*,*,*,*
2011,ARIZONA,Yavapai,4497,138753000,Chester Newton Charter and Montessori School,6142,138753001,Chester Newton Charter and Montessori School,Y,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2011,ARIZONA,Yuma,4499,140401000,Yuma Elementary District,6147,140401101,Alice Byrne Elementary School,N,398,5,13,49,32,82,494,1,11,76,12,88,529,5,25,53,17,70,545,3,20,42,34,77
2011,ARIZONA,Yuma,4499,140401000,Yuma Elementary District,6148,140401102,George Washington Carver Elementary School,N,385,23,23,33,20,53,475,10,27,56,8,63,476,20,46,33,1,34,479,31,41,20,8,29
2011,ARIZONA,Yuma,4499,140401000,Yuma Elementary District,6149,140401103,C W Mcgraw Elementary School,N,384,15,25,41,19,60,480,6,21,68,6,74,482,12,47,39,2,41,496,26,29,33,12,45
2011,ARIZONA,Yuma,4499,140401000,Yuma Elementary District,6150,140401104,James D Price School,N,365,18,35,32,15,47,481,3,29,53,15,68,510,*,*,40,10,50,523,18,18,27,36,64
2011,ARIZONA,Yuma,4499,140401000,Yuma Elementary District,6152,140401106,O C Johnson School,N,381,16,19,42,23,65,475,7,22,64,8,72,475,19,44,36,1,37,493,25,25,34,16,50
2011,ARIZONA,Yuma,4499,140401000,Yuma Elementary District,6153,140401107,Palmcroft Elementary School,N,374,23,24,31,22,53,471,10,25,52,12,64,476,14,52,*,*,34,502,25,22,36,17,53
2011,ARIZONA,Yuma,4499,140401000,Yuma Elementary District,6154,140401108,Pecan Grove Elementary School,N,381,21,23,38,18,56,467,7,35,56,2,58,485,16,39,*,*,44,466,56,21,15,9,24
2011,ARIZONA,Yuma,4499,140401000,Yuma Elementary District,6155,140401109,Roosevelt School,N,375,17,29,37,17,54,467,9,25,60,6,67,488,8,52,38,3,41,478,34,38,21,7,28
2011,ARIZONA,Yuma,4499,140401000,Yuma Elementary District,6156,140401110,James B Rolle School,N,383,14,27,39,19,58,483,5,22,62,11,73,492,8,43,49,1,50,517,21,21,34,25,59
2011,ARIZONA,Yuma,4499,140401000,Yuma Elementary District,6157,140401111,Gwyneth Ham Elementary School,N,363,23,26,39,12,51,461,7,31,57,5,62,486,4,54,39,3,41,486,36,28,28,9,37
2011,ARIZONA,Yuma,4499,140401000,Yuma Elementary District,6158,140401112,Mary A Otondo Elementary School,N,370,20,22,42,16,58,475,6,21,65,8,73,487,10,48,40,2,42,512,18,23,33,25,58
