Fiscal Year,State,County,Local Education Agency (LEA) Entity ID,Local Education Agency (LEA) CTDS Number,Local Education Agency (LEA) Name,School Entity ID,School CTDS Number,School Name,Charter School,Math Mean Scale Score,Math Percent Falls Far Below,Math Percent Approaches,Math Percent Meets,Math Percent Exceeds,Math Percent Passing,Reading Mean Scale Score,Reading Percent Falls Far Below,Reading Percent Approaches,Reading Percent Meets,Reading Percent Exceeds,Reading Percent Passing,Writing Mean Scale Score,Writing Percent Falls Far Below,Writing Percent Approaches,Writing Percent Meets,Writing Percent Exceeds,Writing Percent Passing,Science Mean Scale Score,Science Percent Falls Far Below,Science Percent Approaches,Science Percent Meets,Science Percent Exceeds,Science Percent Passing
2011,ARIZONA,Graham,4219,50204000,Thatcher Unified District,4886,50204100,Jack Daley Primary School,N,404,5,7,36,51,87,490,1,8,61,30,91,*,*,*,*,*,*,*,*,*,*,*,*
2011,ARIZONA,Graham,4219,50204000,Thatcher Unified District,4887,50204101,Thatcher Elementary School,N,404,12,19,43,26,69,517,2,8,75,15,90,516,3,25,64,7,72,539,6,19,35,40,75
2011,ARIZONA,Graham,4219,50204000,Thatcher Unified District,4888,50204102,Thatcher Middle School,N,441,14,16,44,26,70,546,3,5,78,14,92,534,4,22,55,19,74,546,4,9,19,68,88
2011,ARIZONA,Graham,4219,50204000,Thatcher Unified District,4889,50204200,Thatcher High School,N,498,26,15,43,17,60,721,1,16,71,12,83,500,3,24,72,1,73,512,16,21,38,25,63
2011,ARIZONA,Graham,4220,50206000,Pima Unified District,4890,50206101,Pima Elementary School,N,399,11,23,36,29,66,500,3,16,67,14,82,509,5,35,49,11,60,557,12,16,20,52,72
2011,ARIZONA,Graham,4220,50206000,Pima Unified District,4891,50206202,Pima High School,N,492,31,16,37,15,52,717,2,19,60,19,79,504,2,35,56,8,63,499,29,18,22,31,53
2011,ARIZONA,Graham,4221,50207000,Fort Thomas Unified District,4892,50207101,Fort Thomas Elementary School,N,359,34,28,29,9,38,459,11,39,45,5,50,474,18,49,28,4,32,485,36,33,23,8,31
2011,ARIZONA,Graham,4221,50207000,Fort Thomas Unified District,4893,50207202,Fort Thomas High School,N,429,54,20,21,4,25,556,11,43,45,1,46,463,21,55,*,*,24,462,59,25,*,*,15
2011,ARIZONA,Graham,4222,50305000,Solomon Elementary District,4894,50305101,Solomon Elementary School,N,410,9,19,46,25,71,508,1,11,79,8,88,490,5,49,42,4,46,525,15,11,30,44,74
2011,ARIZONA,Graham,4224,50316000,Bonita Elementary District,4896,50316101,Bonita Elementary School,N,399,14,24,41,21,62,509,2,18,67,14,80,516,3,38,50,9,59,521,17,11,33,39,72
2011,ARIZONA,Graham,4225,58702000,Triumphant Learning Center,4897,58702101,Triumphant Learning Center,Y,417,12,13,51,25,75,518,1,7,75,16,91,527,3,11,81,6,86,535,10,33,24,33,57
2011,ARIZONA,Graham,6357,58703000,Discovery Plus Academy,4898,58703001,Discovery Plus Academy,Y,373,29,17,34,20,54,473,7,29,54,10,63,462,36,50,7,7,14,537,6,22,22,50,72
2011,ARIZONA,Greenlee,4228,60202000,Duncan Unified District,4902,60202102,Duncan Elementary,N,387,36,19,32,13,45,496,4,30,60,6,66,489,15,47,31,8,39,502,22,22,30,26,56
2011,ARIZONA,Greenlee,4228,60202000,Duncan Unified District,4903,60202203,Duncan High School,N,477,48,9,36,7,43,689,17,23,52,8,60,484,17,28,*,*,54,477,46,12,29,12,41
2011,ARIZONA,Greenlee,4230,60218000,Morenci Unified District,4906,60218002,Morenci Junior/Senior High School,N,455,28,19,36,18,54,597,5,18,68,9,78,498,13,34,47,6,53,509,25,16,28,31,59
2011,ARIZONA,Greenlee,4230,60218000,Morenci Unified District,4907,60218101,Fairbanks Elementary School,N,404,10,25,31,34,65,497,2,16,70,11,82,493,9,40,46,4,50,536,10,16,29,45,74
2011,ARIZONA,Greenlee,4231,60322000,Blue Elementary District,4908,60322001,Blue Elementary School,N,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2011,ARIZONA,Maricopa,4235,70204000,Mesa Unified District,4913,70204101,Adams Elementary School,N,375,19,29,40,12,52,478,7,20,70,4,74,483,13,45,41,1,42,483,33,36,26,5,31
2011,ARIZONA,Maricopa,4235,70204000,Mesa Unified District,4915,70204103,Edison Elementary School,N,394,15,21,37,28,64,489,5,17,68,10,77,488,11,44,44,2,45,497,22,38,26,14,40
2011,ARIZONA,Maricopa,4235,70204000,Mesa Unified District,4916,70204104,Emerson Elementary School,N,378,22,24,36,17,53,479,7,24,61,8,69,482,19,40,37,4,41,497,27,29,23,20,44
2011,ARIZONA,Maricopa,4235,70204000,Mesa Unified District,4917,70204105,Franklin Elementary School,N,434,1,7,35,57,92,526,1,2,69,28,97,529,1,13,75,11,86,570,1,8,22,69,91
2011,ARIZONA,Maricopa,4235,70204000,Mesa Unified District,4918,70204106,Hawthorne Elementary School,N,374,19,35,34,13,47,470,7,31,60,3,63,479,10,57,31,2,33,484,30,41,21,7,29
2011,ARIZONA,Maricopa,4235,70204000,Mesa Unified District,4919,70204107,Holmes Elementary School,N,401,13,15,40,31,71,479,7,20,69,4,73,479,12,51,37,1,38,493,26,30,33,11,43
2011,ARIZONA,Maricopa,4235,70204000,Mesa Unified District,4920,70204108,Irving Elementary School,N,391,14,20,42,24,66,493,3,17,66,14,80,494,6,39,53,2,55,501,25,21,38,16,54
2011,ARIZONA,Maricopa,4235,70204000,Mesa Unified District,4921,70204109,Jefferson Elementary School,N,368,22,28,40,9,50,470,8,26,63,3,66,477,17,49,*,*,34,490,22,37,27,14,41
2011,ARIZONA,Maricopa,4235,70204000,Mesa Unified District,4922,70204110,Lehi Elementary School,N,363,28,33,28,11,39,465,9,32,57,2,59,480,19,40,40,2,42,474,41,34,18,7,25
2011,ARIZONA,Maricopa,4235,70204000,Mesa Unified District,4923,70204111,Lincoln Elementary School,N,383,15,25,41,19,60,475,6,21,69,3,73,480,11,51,*,*,38,494,21,28,36,15,50
2011,ARIZONA,Maricopa,4235,70204000,Mesa Unified District,4924,70204112,Longfellow Elementary School,N,376,16,31,39,14,53,469,7,31,59,3,63,477,18,45,*,*,37,500,28,29,24,20,43
2011,ARIZONA,Maricopa,4235,70204000,Mesa Unified District,4925,70204113,Lowell Elementary School,N,373,21,33,35,12,46,465,7,33,57,2,60,471,18,52,*,*,30,479,38,32,24,6,30
2011,ARIZONA,Maricopa,4235,70204000,Mesa Unified District,4926,70204114,Franklin West Elementary,N,416,2,13,43,42,85,514,*,*,70,23,93,533,1,14,67,18,85,536,6,23,30,41,71
2011,ARIZONA,Maricopa,4235,70204000,Mesa Unified District,4927,70204115,Webster Elementary School,N,380,21,25,36,18,54,479,7,21,66,7,72,486,10,50,38,3,40,506,19,25,35,21,56
2011,ARIZONA,Maricopa,4235,70204000,Mesa Unified District,4928,70204116,Whittier Elementary School,N,389,10,27,46,17,63,492,3,20,68,10,77,494,8,42,47,3,50,506,26,19,36,19,55
2011,ARIZONA,Maricopa,4235,70204000,Mesa Unified District,4929,70204117,Whitman Elementary School,N,373,19,28,39,14,53,465,7,31,59,3,62,468,20,55,*,*,25,474,42,30,21,7,28
2011,ARIZONA,Maricopa,4235,70204000,Mesa Unified District,4930,70204118,Taft Elementary School,N,396,12,18,44,26,70,488,3,19,71,8,79,489,13,39,45,3,48,511,13,28,36,22,58
2011,ARIZONA,Maricopa,4235,70204000,Mesa Unified District,4931,70204119,Hale Elementary School,N,432,4,7,32,57,89,525,2,4,62,31,93,538,1,11,71,17,88,559,4,9,23,65,88
2011,ARIZONA,Maricopa,4235,70204000,Mesa Unified District,4932,70204120,Eisenhower Elementary School,N,379,16,27,44,13,57,475,4,25,68,3,70,477,15,53,30,1,32,500,13,37,39,10,49
2011,ARIZONA,Maricopa,4235,70204000,Mesa Unified District,4933,70204121,Roosevelt Elementary School,N,373,19,32,36,13,49,480,8,17,69,6,75,484,12,36,*,*,52,503,23,29,32,16,48
2011,ARIZONA,Maricopa,4235,70204000,Mesa Unified District,4934,70204122,Lindbergh Elementary School,N,373,21,28,42,9,51,471,7,29,60,4,64,483,14,36,49,1,50,477,34,41,18,6,24
2011,ARIZONA,Maricopa,4235,70204000,Mesa Unified District,4935,70204123,Redbird Elementary School,N,375,21,23,43,12,55,478,4,22,69,5,74,480,12,53,34,1,35,498,24,22,35,19,54
2011,ARIZONA,Maricopa,4235,70204000,Mesa Unified District,4936,70204124,Salk Elementary School,N,390,12,23,42,23,65,489,2,18,70,10,80,486,12,40,46,2,48,497,28,30,24,18,43
2011,ARIZONA,Maricopa,4235,70204000,Mesa Unified District,4937,70204125,Field Elementary School,N,391,14,19,41,26,68,493,5,15,66,14,80,498,9,34,52,5,58,528,11,20,36,32,69
2011,ARIZONA,Maricopa,4235,70204000,Mesa Unified District,4938,70204126,Washington Elementary School,N,403,11,19,40,31,70,495,4,18,66,12,78,511,4,29,59,8,67,505,24,25,31,20,51
2011,ARIZONA,Maricopa,4235,70204000,Mesa Unified District,4939,70204127,Stevenson Elementary School,N,386,11,28,41,20,61,483,3,23,67,7,74,491,6,46,46,1,47,506,20,25,34,21,55
2011,ARIZONA,Maricopa,4235,70204000,Mesa Unified District,4940,70204128,Keller Elementary School,N,379,15,28,41,17,58,479,6,22,64,9,73,482,15,45,39,1,41,494,25,29,31,15,46
2011,ARIZONA,Maricopa,4235,70204000,Mesa Unified District,4941,70204129,MacArthur Elementary School,N,403,6,22,42,29,71,506,2,8,73,17,90,509,2,30,63,5,67,549,4,18,29,49,78
2011,ARIZONA,Maricopa,4235,70204000,Mesa Unified District,4942,70204130,Jordan Elementary School,N,381,19,23,40,19,59,481,7,21,64,8,72,492,17,27,52,4,56,522,7,16,54,23,77
2011,ARIZONA,Maricopa,4235,70204000,Mesa Unified District,4943,70204131,Pomeroy Elementary School,N,406,9,14,43,34,77,502,2,11,71,16,87,507,7,27,60,6,66,522,12,23,34,31,65
2011,ARIZONA,Maricopa,4235,70204000,Mesa Unified District,4944,70204132,Highland Elementary School,N,402,10,17,43,30,73,505,3,8,74,14,89,509,5,27,61,7,68,530,9,14,43,34,77
2011,ARIZONA,Maricopa,4235,70204000,Mesa Unified District,4945,70204133,Crismon Elementary School,N,406,10,15,42,32,75,500,1,14,72,12,84,506,7,37,48,8,56,536,8,18,37,37,74
2011,ARIZONA,Maricopa,4235,70204000,Mesa Unified District,4946,70204134,Robson Elementary School,N,379,17,28,40,15,55,486,4,19,69,8,77,490,8,42,48,2,50,494,29,27,29,15,44
2011,ARIZONA,Maricopa,4235,70204000,Mesa Unified District,4947,70204135,Sirrine Elementary School,N,401,10,17,46,27,73,497,3,13,71,12,83,493,5,42,51,1,52,522,14,25,28,33,61
2011,ARIZONA,Maricopa,4235,70204000,Mesa Unified District,4948,70204136,Johnson Elementary School,N,411,7,14,41,38,79,509,4,8,71,17,89,512,2,29,62,8,69,544,7,11,39,43,81
2011,ARIZONA,Maricopa,4235,70204000,Mesa Unified District,4949,70204137,O'Connor Elementary School,N,408,9,16,40,35,76,506,2,11,73,14,87,510,2,32,60,6,65,519,13,23,37,27,64
2011,ARIZONA,Maricopa,4235,70204000,Mesa Unified District,4951,70204139,Mendoza Elementary School,N,383,16,27,40,18,58,486,4,19,70,7,77,482,14,43,40,2,42,514,16,18,38,28,66
2011,ARIZONA,Maricopa,4235,70204000,Mesa Unified District,4952,70204140,Ishikawa Elementary School,N,412,6,19,37,38,75,510,2,10,65,23,88,519,4,24,59,13,72,533,10,15,34,41,75
2011,ARIZONA,Maricopa,4235,70204000,Mesa Unified District,4953,70204141,Madison Elementary School,N,399,14,19,38,29,67,497,3,16,72,10,82,487,12,40,46,2,48,516,11,31,29,29,58
2011,ARIZONA,Maricopa,4235,70204000,Mesa Unified District,4954,70204142,Sousa Elementary School,N,418,6,10,41,43,84,507,*,*,76,15,91,515,2,25,68,5,74,549,3,17,33,47,80
2011,ARIZONA,Maricopa,4235,70204000,Mesa Unified District,4955,70204143,Hermosa Vista Elementary School,N,433,2,9,31,58,90,525,1,5,67,26,94,523,3,16,69,12,81,573,*,*,18,71,89
2011,ARIZONA,Maricopa,4235,70204000,Mesa Unified District,4956,70204144,Falcon Hill Elementary School,N,414,4,15,43,38,81,505,2,10,70,18,88,511,3,29,61,7,68,558,4,11,30,55,86
2011,ARIZONA,Maricopa,4235,70204000,Mesa Unified District,4957,70204145,Porter Elementary School,N,379,27,19,35,19,54,479,11,24,57,8,65,472,24,42,32,2,35,484,35,33,21,11,33
2011,ARIZONA,Maricopa,4235,70204000,Mesa Unified District,4958,70204146,Kerr Elementary School,N,386,16,26,36,21,58,482,4,20,71,5,76,490,11,41,45,4,49,513,15,26,33,26,59
2011,ARIZONA,Maricopa,4235,70204000,Mesa Unified District,4959,70204147,Entz Elementary School,N,414,5,16,39,40,79,511,1,10,72,18,90,512,3,29,61,7,68,551,6,10,30,54,84
2011,ARIZONA,Maricopa,4235,70204000,Mesa Unified District,4960,70204148,Red Mountain Ranch Elementary,N,421,7,11,38,44,82,520,2,6,69,23,92,508,5,25,64,5,69,547,4,16,36,44,80
2011,ARIZONA,Maricopa,4235,70204000,Mesa Unified District,4961,70204149,Bush Elementary,N,407,5,17,44,34,78,504,1,9,76,14,89,501,3,36,60,1,61,529,8,13,40,39,79
2011,ARIZONA,Maricopa,4235,70204000,Mesa Unified District,4962,70204150,Las Sendas Elementary School,N,428,2,8,37,52,89,523,1,3,70,27,96,528,1,16,71,12,83,553,3,8,36,53,89
2011,ARIZONA,Maricopa,4235,70204000,Mesa Unified District,4963,70204152,Franklin Northeast School,N,412,3,10,47,40,87,511,1,6,74,20,93,534,*,*,66,15,80,558,2,12,35,51,86
2011,ARIZONA,Maricopa,4235,70204000,Mesa Unified District,4965,70204183,S H A R P,N,386,44,30,24,2,26,503,34,30,32,4,36,*,*,*,*,*,*,438,56,12,20,12,32
2011,ARIZONA,Maricopa,4235,70204000,Mesa Unified District,4966,70204184,Riverview High School,N,416,79,11,*,*,11,550,29,52,*,*,18,439,43,54,*,*,3,443,86,8,3,3,5
2011,ARIZONA,Maricopa,4235,70204000,Mesa Unified District,4967,70204195,Eagleridge Enrichment Program,N,394,13,22,42,23,65,511,2,10,65,23,88,510,9,24,61,6,66,547,6,13,28,53,81
2011,ARIZONA,Maricopa,4235,70204000,Mesa Unified District,4968,70204251,Mesa Junior High School,N,406,41,22,31,6,37,506,9,31,57,3,60,479,17,49,31,2,33,495,34,23,22,21,43
2011,ARIZONA,Maricopa,4235,70204000,Mesa Unified District,4969,70204252,Carson Junior  High School,N,415,36,18,34,12,46,514,8,25,63,4,68,481,19,42,37,2,38,505,27,20,25,29,53
2011,ARIZONA,Maricopa,4235,70204000,Mesa Unified District,4970,70204253,Kino Junior High School,N,422,29,20,39,13,51,520,6,21,66,6,73,484,18,43,36,3,39,501,32,18,21,29,50
2011,ARIZONA,Maricopa,4235,70204000,Mesa Unified District,4971,70204254,Fremont Junior High School,N,447,14,12,42,32,74,537,3,15,72,11,83,501,10,36,48,6,54,542,7,10,21,62,83
2011,ARIZONA,Maricopa,4235,70204000,Mesa Unified District,4973,70204256,Poston Junior High School,N,452,13,11,40,36,76,550,2,10,71,18,89,519,6,24,57,13,70,551,5,7,22,66,88
2011,ARIZONA,Maricopa,4235,70204000,Mesa Unified District,4974,70204257,Rhodes Junior High School,N,429,25,17,39,18,57,526,5,18,70,7,77,496,13,34,49,4,53,528,16,11,23,50,73
2011,ARIZONA,Maricopa,4235,70204000,Mesa Unified District,4975,70204258,Taylor Junior High School,N,434,21,19,38,22,60,524,6,19,68,7,76,490,11,46,41,3,44,524,14,17,25,45,69
2011,ARIZONA,Maricopa,4235,70204000,Mesa Unified District,4977,70204260,Shepherd Junior High School,N,450,11,13,42,34,76,541,2,11,76,11,87,505,6,39,49,5,55,540,6,12,25,57,82
2011,ARIZONA,Maricopa,4235,70204000,Mesa Unified District,4978,70204261,Brimhall Junior High School,N,428,24,16,41,19,60,526,7,18,69,6,75,502,12,28,55,4,59,525,15,14,19,51,71
2011,ARIZONA,Maricopa,4235,70204000,Mesa Unified District,4979,70204262,Stapley Junior High School,N,452,13,10,42,36,77,549,3,9,70,18,88,523,8,26,51,16,67,543,5,11,21,63,84
2011,ARIZONA,Maricopa,4235,70204000,Mesa Unified District,4980,70204271,Mesa High School,N,497,26,15,44,15,59,704,6,21,63,10,73,494,11,30,54,5,60,491,37,19,25,19,44
2011,ARIZONA,Maricopa,4235,70204000,Mesa Unified District,4981,70204272,Westwood High School,N,496,31,15,37,17,54,700,6,25,61,9,69,491,12,30,54,5,59,490,37,17,29,18,47
2011,ARIZONA,Maricopa,4235,70204000,Mesa Unified District,4982,70204273,Mountain View High School,N,531,13,6,36,45,81,737,2,7,67,24,91,522,4,13,75,9,83,516,17,13,38,31,69
2011,ARIZONA,Maricopa,4235,70204000,Mesa Unified District,4983,70204274,Dobson High School,N,503,25,12,42,21,63,711,6,15,67,11,78,497,8,26,63,4,67,511,24,16,30,31,61
2011,ARIZONA,Maricopa,4235,70204000,Mesa Unified District,4984,70204275,Red Mountain High School,N,517,16,9,44,32,75,728,3,10,68,19,87,515,5,18,69,8,78,518,18,13,35,34,69
2011,ARIZONA,Maricopa,4236,70209000,Wickenburg Unified District,4986,70209103,Vulture Peak School,N,419,18,25,39,17,56,524,3,17,74,6,80,487,14,44,40,2,42,537,4,15,21,60,80
2011,ARIZONA,Maricopa,4236,70209000,Wickenburg Unified District,4987,70209201,Wickenburg High School,N,495,21,18,50,10,61,704,8,16,68,8,76,489,11,31,56,3,58,490,36,19,26,19,45
2011,ARIZONA,Maricopa,4236,70209000,Wickenburg Unified District,4988,70209202,Wickenburg Alternative High School,N,473,50,27,17,7,23,685,6,39,*,*,56,464,20,45,*,*,35,*,*,*,*,*,*
2011,ARIZONA,Maricopa,4237,70211000,Peoria Unified School District,4989,70211101,Peoria Elementary School,N,392,24,24,41,11,52,496,5,23,65,6,72,486,11,44,43,1,45,504,23,27,28,22,50
2011,ARIZONA,Maricopa,4237,70211000,Peoria Unified School District,4990,70211102,Ira A Murphy,N,393,22,23,42,12,54,495,5,22,68,5,72,480,12,52,35,1,36,507,17,29,28,26,54
2011,ARIZONA,Maricopa,4237,70211000,Peoria Unified School District,4991,70211103,Kachina Elementary School,N,409,11,20,44,24,68,508,4,13,74,10,84,499,9,29,60,2,62,527,12,15,32,42,74
2011,ARIZONA,Maricopa,4237,70211000,Peoria Unified School District,4992,70211104,Heritage School,N,410,17,20,35,27,63,511,3,15,69,13,82,491,10,44,45,1,47,533,11,19,27,43,70
2011,ARIZONA,Maricopa,4237,70211000,Peoria Unified School District,4993,70211105,Pioneer Elementary School,N,389,33,20,33,15,48,495,9,22,61,8,69,484,22,37,38,3,41,508,20,18,37,26,62
2011,ARIZONA,Maricopa,4237,70211000,Peoria Unified School District,4994,70211106,Alta Loma School,N,398,17,24,42,17,59,497,4,20,68,7,76,485,13,47,39,2,40,508,15,30,32,24,56
2011,ARIZONA,Maricopa,4237,70211000,Peoria Unified School District,4995,70211107,Desert Palms Elementary School,N,405,16,20,39,24,63,501,6,18,67,10,77,489,10,42,47,1,48,530,10,12,38,40,79
2011,ARIZONA,Maricopa,4237,70211000,Peoria Unified School District,4996,70211108,Foothills Elementary School,N,409,18,19,41,22,63,511,5,12,73,9,83,495,10,35,51,4,54,530,14,15,26,45,71
2011,ARIZONA,Maricopa,4237,70211000,Peoria Unified School District,4997,70211109,Copperwood School,N,426,14,12,31,42,73,529,3,10,61,26,87,519,6,26,55,12,67,547,6,14,22,58,80
2011,ARIZONA,Maricopa,4237,70211000,Peoria Unified School District,4998,70211110,Sundance Elementary School,N,403,18,20,39,23,62,502,5,17,69,9,78,501,12,30,51,6,58,530,12,17,31,40,71
2011,ARIZONA,Maricopa,4237,70211000,Peoria Unified School District,4999,70211111,Cotton Boll School,N,397,22,23,41,15,56,503,5,19,69,7,76,492,10,41,47,2,49,509,20,18,35,26,62
2011,ARIZONA,Maricopa,4237,70211000,Peoria Unified School District,5000,70211112,Oakwood Elementary School,N,439,4,9,41,46,87,536,*,*,68,26,94,526,3,15,70,12,82,541,6,14,29,50,79
2011,ARIZONA,Maricopa,4237,70211000,Peoria Unified School District,5001,70211113,Desert Valley Elementary School,N,416,12,17,41,30,72,516,3,12,69,16,85,503,7,28,60,4,65,532,9,9,43,40,83
2011,ARIZONA,Maricopa,4237,70211000,Peoria Unified School District,5002,70211114,Sahuaro Ranch Elementary School,N,404,14,21,44,20,65,504,3,18,67,12,79,491,11,38,49,2,51,529,10,16,34,39,74
2011,ARIZONA,Maricopa,4237,70211000,Peoria Unified School District,5003,70211115,Oasis Elementary School,N,424,12,14,40,34,74,513,3,15,69,12,82,506,9,26,58,7,65,518,14,20,34,33,67
2011,ARIZONA,Maricopa,4237,70211000,Peoria Unified School District,5004,70211116,Sun Valley Elementary School,N,401,18,22,41,19,60,502,6,17,69,9,78,498,7,39,51,4,55,516,15,21,33,31,64
2011,ARIZONA,Maricopa,4237,70211000,Peoria Unified School District,5005,70211117,Sky View Elementary School,N,399,23,16,41,20,61,501,8,16,67,9,76,488,18,32,47,4,51,523,15,17,24,44,68
2011,ARIZONA,Maricopa,4237,70211000,Peoria Unified School District,5006,70211118,Apache Elementary School,N,412,12,19,44,24,68,516,2,13,74,11,85,502,7,32,59,3,62,535,6,18,30,47,77
2011,ARIZONA,Maricopa,4237,70211000,Peoria Unified School District,5007,70211119,Canyon Elementary School,N,421,13,17,44,26,70,520,6,14,68,12,80,512,7,23,63,7,70,529,12,20,27,40,67
2011,ARIZONA,Maricopa,4237,70211000,Peoria Unified School District,5008,70211120,Marshall Ranch Elementary School,N,412,14,18,41,27,69,511,4,12,71,13,84,499,10,31,56,3,59,526,10,22,32,36,68
2011,ARIZONA,Maricopa,4237,70211000,Peoria Unified School District,5009,70211121,Santa Fe Elementary School,N,408,13,17,47,23,70,509,4,11,78,8,86,500,8,31,57,4,61,514,9,25,38,28,66
2011,ARIZONA,Maricopa,4237,70211000,Peoria Unified School District,5010,70211122,Paseo Verde Elementary School,N,436,7,9,40,43,84,528,1,7,71,21,92,529,1,17,70,12,82,541,3,15,30,52,82
2011,ARIZONA,Maricopa,4237,70211000,Peoria Unified School District,5011,70211123,Desert Harbor Elementary School,N,416,12,16,42,30,72,517,3,11,70,15,86,502,5,35,56,4,60,530,9,13,36,41,77
2011,ARIZONA,Maricopa,4237,70211000,Peoria Unified School District,5012,70211124,Cheyenne Elementary School,N,395,23,23,36,18,54,501,6,16,70,9,79,496,11,33,53,3,56,516,15,20,33,32,65
2011,ARIZONA,Maricopa,4237,70211000,Peoria Unified School District,5013,70211260,Peoria High School,N,495,27,15,45,13,58,705,2,20,71,6,78,494,4,29,64,3,67,479,46,17,26,12,37
2011,ARIZONA,Maricopa,4237,70211000,Peoria Unified School District,5014,70211261,Cactus High School,N,507,21,10,46,23,69,714,5,14,71,10,81,500,9,22,65,4,70,510,27,13,30,31,60
2011,ARIZONA,Maricopa,4237,70211000,Peoria Unified School District,5015,70211262,Ironwood High School,N,516,17,12,41,29,71,724,5,11,65,19,84,511,7,18,69,7,76,503,30,13,26,30,56
2011,ARIZONA,Maricopa,4237,70211000,Peoria Unified School District,5016,70211263,Centennial High School,N,508,21,12,44,24,67,720,3,15,68,14,82,510,6,19,69,7,75,503,28,13,31,28,59
2011,ARIZONA,Maricopa,4237,70211000,Peoria Unified School District,5017,70211264,Sunrise Mountain High School,N,517,15,8,47,30,78,730,3,8,70,18,89,519,4,14,73,9,82,508,29,14,26,30,57
2011,ARIZONA,Maricopa,4238,70224000,Gila Bend Unified District,5018,70224001,Gila Bend Elementary,N,362,50,25,22,3,26,469,16,31,51,2,52,464,33,45,*,*,21,479,35,33,18,14,31
2011,ARIZONA,Maricopa,4238,70224000,Gila Bend Unified District,5019,70224002,Gila Bend High School,N,466,57,23,19,1,20,672,18,40,37,5,42,467,22,41,36,2,38,461,65,16,13,6,19
